analysis_block,endpoint,feature_set,feature,raw_feature,coef,abs_coef,feature_scope
secondary,PFS,clinical_plus_bio_sbp_with_pd_l1,num__age,age,1.511668593864717e-08,1.511668593864717e-08,clinical
secondary,PFS,clinical_plus_bio_sbp_with_pd_l1,cat__histology_LUSC,histology,-1.1416755714859797e-08,1.1416755714859797e-08,clinical
secondary,PFS,clinical_plus_bio_sbp_with_pd_l1,num__bio__patient_cd14_score_mean,bio__patient_cd14_score_mean,1.1425642185935225e-07,1.1425642185935225e-07,immune
secondary,PFS,clinical_plus_bio_sbp_with_pd_l1,num__bio__CD14_CD16_SBP_2part_ilr,bio__CD14_CD16_SBP_2part_ilr,9.859462941665538e-08,9.859462941665538e-08,immune
secondary,PFS,clinical_plus_bio_sbp_with_pd_l1,num__bio__LM_SBP_2part_ilr,bio__LM_SBP_2part_ilr,-7.615992911536942e-08,7.615992911536942e-08,immune
secondary,PFS,clinical_plus_bio_sbp_with_pd_l1,num__bio__patient_cd16_score_mean,bio__patient_cd16_score_mean,-3.638695806419039e-08,3.638695806419039e-08,immune
secondary,PFS,clinical_plus_bio_sbp_with_pd_l1,num__bio__patient_naive_score_mean,bio__patient_naive_score_mean,-1.7189534659649265e-08,1.7189534659649265e-08,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__bio__CD14_CD16_SBP_2part_ilr,bio__CD14_CD16_SBP_2part_ilr,0.11555681829994793,0.11555681829994793,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__bio__LM_SBP_2part_ilr,bio__LM_SBP_2part_ilr,-0.10228578054956941,0.10228578054956941,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__bio__patient_cd14_score_mean,bio__patient_cd14_score_mean,0.08639660237032076,0.08639660237032076,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__pc__effector_CD8_T_PC2,pc__effector_CD8_T_PC2,-0.07486176281451794,0.07486176281451794,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__pc__naive_TCM_CD4_T_PC1,pc__naive_TCM_CD4_T_PC1,3.584423291588541e-07,3.584423291588541e-07,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__pc__effector_CD8_T_PC1,pc__effector_CD8_T_PC1,-3.261123037703725e-07,3.261123037703725e-07,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__pc__CD14_Mono_PC2,pc__CD14_Mono_PC2,-2.9387471853832886e-07,2.9387471853832886e-07,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__pc__naive_TCM_CD4_T_PC2,pc__naive_TCM_CD4_T_PC2,2.6256270953445754e-07,2.6256270953445754e-07,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__bio__patient_naive_score_mean,bio__patient_naive_score_mean,1.807297259054574e-07,1.807297259054574e-07,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__pc__NK_PC2,pc__NK_PC2,1.3764874366797925e-07,1.3764874366797925e-07,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__pc__CD14_Mono_PC1,pc__CD14_Mono_PC1,1.0691175512008867e-07,1.0691175512008867e-07,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__bio__patient_cd16_score_mean,bio__patient_cd16_score_mean,-5.874996232751024e-08,5.874996232751024e-08,immune
secondary,PFS,immune_only_bio_sbp_plus_pc,num__pc__NK_PC1,pc__NK_PC1,-2.993222684568886e-08,2.993222684568886e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,cat__io_line_≥2nd line,io_line,5.463881391082274e-07,5.463881391082274e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,cat__histology_others,histology,-3.9370827997605136e-07,3.9370827997605136e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,cat__ecog_1,ecog,3.6586745750591035e-07,3.6586745750591035e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,cat__egfr_status_Wild-Type,egfr_status,-3.125910246911522e-07,3.125910246911522e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,cat__smoking_Ex,smoking,1.8428230894593165e-07,1.8428230894593165e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,cat__sex_M,sex,1.3105679467801303e-07,1.3105679467801303e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,cat__previous_target_Yes,previous_target,1.2093603756527728e-07,1.2093603756527728e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,cat__ecog_2,ecog,8.536594731141815e-08,8.536594731141815e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,cat__smoking_Never,smoking,-6.314647354086985e-08,6.314647354086985e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,cat__histology_LUSC,histology,5.96256364857812e-08,5.96256364857812e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,num__age,age,-2.2192606850984256e-08,2.2192606850984256e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,num__bio__CD14_CD16_SBP_2part_ilr,bio__CD14_CD16_SBP_2part_ilr,1.477104569345518e-07,1.477104569345518e-07,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,num__bio__patient_cd14_score_mean,bio__patient_cd14_score_mean,1.1749623836648941e-07,1.1749623836648941e-07,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,num__bio__LM_SBP_2part_ilr,bio__LM_SBP_2part_ilr,-1.1036072152168799e-07,1.1036072152168799e-07,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,num__bio__patient_cd16_score_mean,bio__patient_cd16_score_mean,-9.698760260342102e-08,9.698760260342102e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp,num__bio__patient_naive_score_mean,bio__patient_naive_score_mean,-7.97737328941775e-08,7.97737328941775e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,cat__ecog_2,ecog,4.37687002209425,4.37687002209425,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,cat__ecog_1,ecog,3.3689199522270132,3.3689199522270132,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,cat__egfr_status_Wild-Type,egfr_status,-2.965776092110315,2.965776092110315,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,cat__previous_target_Yes,previous_target,-2.7616972526348866,2.7616972526348866,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,cat__io_line_≥2nd line,io_line,2.490229359260324,2.490229359260324,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,cat__sex_M,sex,2.250065717217464,2.250065717217464,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,cat__smoking_Never,smoking,2.0195933489572195,2.0195933489572195,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,cat__histology_others,histology,-1.346333882461868,1.346333882461868,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,cat__histology_LUSC,histology,0.8009614715973363,0.8009614715973363,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,cat__smoking_Ex,smoking,0.6162744534847419,0.6162744534847419,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__age,age,-0.35461653124604653,0.35461653124604653,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__bio__patient_cd16_score_mean,bio__patient_cd16_score_mean,-0.6465420598528369,0.6465420598528369,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__pc__NK_PC1,pc__NK_PC1,0.5592263782171626,0.5592263782171626,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__pc__effector_CD8_T_PC1,pc__effector_CD8_T_PC1,-0.5478385405562866,0.5478385405562866,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__bio__LM_SBP_2part_ilr,bio__LM_SBP_2part_ilr,-0.35042816035618074,0.35042816035618074,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__pc__effector_CD8_T_PC2,pc__effector_CD8_T_PC2,-0.2668101585160092,0.2668101585160092,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__bio__patient_naive_score_mean,bio__patient_naive_score_mean,0.17844485593370496,0.17844485593370496,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__pc__naive_TCM_CD4_T_PC1,pc__naive_TCM_CD4_T_PC1,-0.12329200109907062,0.12329200109907062,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__pc__NK_PC2,pc__NK_PC2,0.09487601350400231,0.09487601350400231,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__bio__CD14_CD16_SBP_2part_ilr,bio__CD14_CD16_SBP_2part_ilr,0.07260176097638583,0.07260176097638583,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__bio__patient_cd14_score_mean,bio__patient_cd14_score_mean,0.020854898866073796,0.020854898866073796,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__pc__naive_TCM_CD4_T_PC2,pc__naive_TCM_CD4_T_PC2,0.020410537908893,0.020410537908893,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc,num__pc__CD14_Mono_PC2,pc__CD14_Mono_PC2,-0.0001390441004091493,0.0001390441004091493,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__pd_l1_tps_≥50,pd_l1_tps,-0.0769907957716032,0.0769907957716032,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__io_line_≥2nd line,io_line,4.804085214592159e-07,4.804085214592159e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__histology_others,histology,-2.3116746001065567e-07,2.3116746001065567e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__ecog_1,ecog,2.2108259973583306e-07,2.2108259973583306e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__pd_l1_tps_<1,pd_l1_tps,2.12319765138754e-07,2.12319765138754e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__egfr_status_Wild-Type,egfr_status,-1.9784005703604554e-07,1.9784005703604554e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__smoking_Ex,smoking,1.1451810551741196e-07,1.1451810551741196e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__previous_target_Yes,previous_target,7.342608214138223e-08,7.342608214138223e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__sex_M,sex,7.177254008910872e-08,7.177254008910872e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__ecog_2,ecog,4.837165914232839e-08,4.837165914232839e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__histology_LUSC,histology,3.367638852827733e-08,3.367638852827733e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,cat__smoking_Never,smoking,-2.921823369553459e-08,2.921823369553459e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__age,age,-1.2805055358604688e-08,1.2805055358604688e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__bio__CD14_CD16_SBP_2part_ilr,bio__CD14_CD16_SBP_2part_ilr,9.940171672065229e-08,9.940171672065229e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__pc__effector_CD8_T_PC2,pc__effector_CD8_T_PC2,-7.659001092610212e-08,7.659001092610212e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__bio__patient_cd14_score_mean,bio__patient_cd14_score_mean,7.289364187954539e-08,7.289364187954539e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__bio__LM_SBP_2part_ilr,bio__LM_SBP_2part_ilr,-7.150762291431308e-08,7.150762291431308e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__bio__patient_cd16_score_mean,bio__patient_cd16_score_mean,-5.8466338717427646e-08,5.8466338717427646e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__bio__patient_naive_score_mean,bio__patient_naive_score_mean,-4.696936612026387e-08,4.696936612026387e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__pc__effector_CD8_T_PC1,pc__effector_CD8_T_PC1,-3.761106644345863e-08,3.761106644345863e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__pc__naive_TCM_CD4_T_PC1,pc__naive_TCM_CD4_T_PC1,1.2954843119182797e-08,1.2954843119182797e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__pc__NK_PC1,pc__NK_PC1,1.2146454639617519e-08,1.2146454639617519e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__pc__CD14_Mono_PC2,pc__CD14_Mono_PC2,4.38606108773874e-09,4.38606108773874e-09,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__pc__naive_TCM_CD4_T_PC2,pc__naive_TCM_CD4_T_PC2,-2.27432835964503e-09,2.27432835964503e-09,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_plus_pc_with_pd_l1,num__pc__NK_PC2,pc__NK_PC2,2.80039303038769e-10,2.80039303038769e-10,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__pd_l1_tps_≥50,pd_l1_tps,-0.07699080312101383,0.07699080312101383,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__io_line_≥2nd line,io_line,4.803943469529125e-07,4.803943469529125e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__histology_others,histology,-2.3116746280094348e-07,2.3116746280094348e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__ecog_1,ecog,2.210826101291886e-07,2.210826101291886e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__pd_l1_tps_<1,pd_l1_tps,2.123197595356774e-07,2.123197595356774e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__egfr_status_Wild-Type,egfr_status,-1.978400638059675e-07,1.978400638059675e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__smoking_Ex,smoking,1.1451811573165656e-07,1.1451811573165656e-07,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__previous_target_Yes,previous_target,7.342608803906471e-08,7.342608803906471e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__sex_M,sex,7.177252873095983e-08,7.177252873095983e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__ecog_2,ecog,4.837165086325581e-08,4.837165086325581e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__histology_LUSC,histology,3.367639910319233e-08,3.367639910319233e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,cat__smoking_Never,smoking,-2.9218225165531562e-08,2.9218225165531562e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,num__age,age,-1.280505162282284e-08,1.280505162282284e-08,clinical
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,num__bio__CD14_CD16_SBP_2part_ilr,bio__CD14_CD16_SBP_2part_ilr,9.940171436559038e-08,9.940171436559038e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,num__bio__patient_cd14_score_mean,bio__patient_cd14_score_mean,7.289364623542273e-08,7.289364623542273e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,num__bio__LM_SBP_2part_ilr,bio__LM_SBP_2part_ilr,-7.150762361068922e-08,7.150762361068922e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,num__bio__patient_cd16_score_mean,bio__patient_cd16_score_mean,-5.846633414030937e-08,5.846633414030937e-08,immune
secondary,PFS_6m_restricted,clinical_plus_bio_sbp_with_pd_l1,num__bio__patient_naive_score_mean,bio__patient_naive_score_mean,-4.696937605524043e-08,4.696937605524043e-08,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__pc__effector_CD8_T_PC1,pc__effector_CD8_T_PC1,-0.5234516380074056,0.5234516380074056,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__pc__CD14_Mono_PC1,pc__CD14_Mono_PC1,0.48515120102010234,0.48515120102010234,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__pc__NK_PC1,pc__NK_PC1,0.35456842181790177,0.35456842181790177,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__bio__CD14_CD16_SBP_2part_ilr,bio__CD14_CD16_SBP_2part_ilr,0.34079057526340045,0.34079057526340045,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__bio__LM_SBP_2part_ilr,bio__LM_SBP_2part_ilr,-0.3034436692717811,0.3034436692717811,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__pc__naive_TCM_CD4_T_PC2,pc__naive_TCM_CD4_T_PC2,-0.3016307120211407,0.3016307120211407,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__pc__naive_TCM_CD4_T_PC1,pc__naive_TCM_CD4_T_PC1,0.2980585288259221,0.2980585288259221,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__pc__CD14_Mono_PC2,pc__CD14_Mono_PC2,0.29130299754633454,0.29130299754633454,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__pc__effector_CD8_T_PC2,pc__effector_CD8_T_PC2,-0.22600145823428486,0.22600145823428486,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__bio__patient_cd16_score_mean,bio__patient_cd16_score_mean,-0.14351272619117503,0.14351272619117503,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__pc__NK_PC2,pc__NK_PC2,0.1365500101381047,0.1365500101381047,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__bio__patient_naive_score_mean,bio__patient_naive_score_mean,0.04326327623573282,0.04326327623573282,immune
secondary,PFS_6m_restricted,immune_only_bio_sbp_plus_pc,num__bio__patient_cd14_score_mean,bio__patient_cd14_score_mean,0.027254638191351713,0.027254638191351713,immune
